ADDRESS_ID|ADDRESS|DISTRICT|CITY|COUNTRY
532|1427 Tabuk Place|Florida|Cape Coral|United States
582|1568 Celaya Parkway|Kaohsiung|Fengshan|Taiwan
171|1540 Wroclaw Drive|Maharashtra|Chandrapur|India
563|1059 Yuncheng Avenue|Vilna|Vilnius|Lithuania
486|64 Korla Street|Mwanza|Mwanza|Tanzania
603|1103 Quilmes Boulevard|Piura|Sullana|Peru
277|85 San Felipe de Puerto Plata Drive|Shandong|Yantai|China
245|1103 Bilbays Parkway|Hubei|Xiangfan|China
118|442 Rae Bareli Place|Nordrhein-Westfalen|Duisburg|Germany
446|1924 Shimonoseki Drive|Batna|Batna|Algeria
67|1214 Hanoi Way|Nebraska|Lincoln|United States
94|1952 Chatsworth Drive|Guangdong|Meixian|China
480|421 Yaound Street|Sumy|ostka|Ukraine
155|1560 Jelets Boulevard|Shandong|Laiwu|China
262|771 Yaound Manor|Sofala|Beira|Mozambique
604|1331 Usak Boulevard|Vaud|Lausanne|Switzerland
181|146 Johannesburg Way|Tamaulipas|Matamoros|Mexico
173|1294 Firozabad Drive|Jiangxi|Pingxiang|China
73|1031 Daugavpils Parkway|Bchar|Bchar|Algeria
98|152 Kitwe Parkway|Caraga|Bislig|Philippines
528|1176 Southend-on-Sea Manor|Southern Tagalog|Santa Rosa|Philippines
489|1297 Alvorada Parkway|Ningxia|Yinchuan|China
362|482 Kowloon and New Kowloon Manor|Bratislava|Bratislava|Slovakia
468|1844 Usak Avenue|Nova Scotia|Halifax|Canada
274|920 Kumbakonam Loop|California|Salinas|United States
471|1322 Mosul Parkway|Shandong|Dongying|China
265|1158 Mandi Bahauddin Parkway|Shanxi|Datong|China
327|1427 A Corua (La Corua) Place|Buenos Aires|Baha Blanca|Argentina
84|1888 Kabul Drive|Oyo & Osun|Ife|Nigeria
135|1752 So Leopoldo Parkway|Taka-Karpatia|Mukateve|Ukraine
282|556 Baybay Manor|Oyo & Osun|Ogbomosho|Nigeria
97|832 Nakhon Sawan Manor|Inner Mongolia|Zalantun|China
283|457 Tongliao Loop|Bursa|Inegl|Turkey
495|656 Matamoros Drive|Boyac|Sogamoso|Colombia
197|447 Surakarta Loop|Nyanza|Kisumu|Kenya
68|1966 Amroha Avenue|Sichuan|Daxian|China
6|1121 Loja Avenue|California|San Bernardino|United States
149|999 Sanaa Loop|Gauteng|Soshanguve|South Africa
36|176 Mandaluyong Place|Uttar Pradesh|Jhansi|India
212|624 Oshawa Boulevard|West Bengali|Balurghat|India
151|1337 Lincoln Parkway|Saitama|Urawa|Japan
169|154 Tallahassee Loop|Xinxiang|Hami|China
254|786 Stara Zagora Way|Oyo & Osun|Oyo|Nigeria
390|102 Chapra Drive|Ibaragi|Tama|Japan
482|808 Naala-Porto Parkway|England|Stockport|United Kingdom
170|710 San Felipe del Progreso Avenue|Lilongwe|Lilongwe|Malawi
493|184 Mandaluyong Street|Baja California Sur|La Paz|Mexico
287|1405 Chisinau Place|Ponce|Ponce|Puerto Rico
535|635 Brest Manor|Andhra Pradesh|Bhimavaram|India
487|1785 So Bernardo do Campo Street|Veracruz|Coatzacoalcos|Mexico
161|1386 Nakhon Sawan Boulevard|Pyongyang-si|Pyongyang|North Korea
374|433 Florencia Street|Chihuahua|Jurez|Mexico
99|1697 Tanauan Lane|Punjab|Pathankot|India
112|1002 Ahmadnagar Manor|Mxico|Huixquilucan|Mexico
315|543 Bergamo Avenue|Minas Gerais|Ibirit|Brazil
426|1661 Abha Drive|Tamil Nadu|Pudukkottai|India
100|1308 Arecibo Way|Georgia|Augusta-Richmond County|United States
575|1052 Pathankot Avenue|Sichuan|Leshan|China
580|923 Tangail Boulevard|Tokyo-to|Akishima|Japan
82|936 Salzburg Lane|Uttar Pradesh|Rae Bareli|India
18|770 Bydgoszcz Avenue|California|Citrus Heights|United States
168|842 Salzburg Lane|Adana|Tarsus|Turkey
305|41 El Alto Parkway|Maharashtra|Parbhani|India
332|663 Baha Blanca Parkway|Adana|Adana|Turkey
439|1351 Aparecida de Goinia Parkway|Northern Mindanao|Ozamis|Philippines
77|1947 Poos de Caldas Boulevard|Chiayi|Chiayi|Taiwan
235|954 Kimchon Place|West Bengali|Uttarpara-Kotrung|India
1|47 MySakila Drive|Alberta|Lethbridge|Canada
573|1407 Surakarta Manor|Moskova|Serpuhov|Russian Federation
273|1519 Ilorin Place|Kerala|Palghat (Palakkad)|India
228|60 Poos de Caldas Street|Rajasthan|Jodhpur|India
592|1923 Stara Zagora Lane|Nantou|Tsaotun|Taiwan
234|1256 Bislig Boulevard|Botosani|Botosani|Romania
321|651 Pathankot Loop|Maharashtra|Miraj|India
49|1718 Valencia Street|Antofagasta|Antofagasta|Chile
139|943 Johannesburg Avenue|Maharashtra|Pune|India
91|1740 Portoviejo Avenue|Sucre|Sincelejo|Colombia
410|88 Nagaon Manor|Buenos Aires|Tandil|Argentina
205|68 Molodetno Manor|Nordrhein-Westfalen|Witten|Germany
379|1133 Rizhao Avenue|Pernambuco|Vitria de Santo Anto|Brazil
529|600 Purnea (Purnia) Avenue|Nghe An|Vinh|Vietnam
488|698 Jelets Boulevard|Denizli|Denizli|Turkey
43|306 Antofagasta Place|Esprito Santo|Vila Velha|Brazil
333|1860 Taguig Loop|West Java|Ciparay|Indonesia
370|1565 Tangail Manor|Okinawa|Okinawa|Japan
295|544 Tarsus Boulevard|Gurico|Valle de la Pascua|Venezuela
556|346 Cam Ranh Avenue|Zhejiang|Zhoushan|China
248|582 Papeete Loop|Central Visayas|Lapu-Lapu|Philippines
455|1947 Paarl Way|Central Java|Surakarta|Indonesia
443|1836 Korla Parkway|Copperbelt|Kitwe|Zambia
119|1107 Nakhon Sawan Avenue|Mxico|Nezahualcyotl|Mexico
458|138 Caracas Boulevard|Zulia|Maracabo|Venezuela
355|469 Nakhon Sawan Street|Tuvassia|Teboksary|Russian Federation
402|616 Hagonoy Avenue|Krasnojarsk|Atinsk|Russian Federation
122|333 Goinia Way|Texas|Grand Prairie|United States
153|782 Mosul Street|Massachusetts|Brockton|United States
210|1304 s-Hertogenbosch Way|Santa Catarina|Blumenau|Brazil
152|1952 Pune Lane|Saint-Denis|Saint-Denis|Runion
421|966 Arecibo Loop|Sind|Dadu|Pakistan
547|379 Lublin Parkway|Toscana|Livorno|Italy
246|1246 Boksburg Parkway|Hebei|Qinhuangdao|China
506|414 Mandaluyong Street|Lubelskie|Lublin|Poland
599|1895 Zhezqazghan Drive|California|Garden Grove|United States
22|320 Brest Avenue|Kaduna|Kaduna|Nigeria
558|904 Clarksville Drive|Zhejiang|Haining|China
409|1266 Laredo Parkway|Saitama|Omiya|Japan
140|788 Atinsk Street|Karnataka|Hubli-Dharwad|India
399|331 Bydgoszcz Parkway|Asturia|Gijn|Spain
559|1917 Kumbakonam Parkway|Vojvodina|Novi Sad|Yugoslavia
453|319 Springs Loop|Baijeri|Erlangen|Germany
392|514 Ife Way|Shaba|Lubumbashi|Congo, The Democratic Republic of the
182|1891 Rizhao Boulevard|So Paulo|Santa Brbara dOeste|Brazil
542|193 Bhusawal Place|Kang-won|Tonghae|South Korea
101|1599 Plock Drive|Tete|Tete|Mozambique
500|362 Rajkot Lane|Gansu|Baiyin|China
432|259 Ipoh Drive|So Paulo|Guaruj|Brazil
4|1411 Lillydale Drive|QLD|Woodridge|Australia
545|163 Augusta-Richmond County Loop|Carabobo|Valencia|Venezuela
503|1416 San Juan Bautista Tuxtepec Avenue|Zufar|Salala|Oman
526|617 Klerksdorp Place|Khanh Hoa|Nha Trang|Vietnam
11|900 Santiago de Compostela Parkway|Central Serbia|Kragujevac|Yugoslavia
562|869 Shikarpur Way|England|Southport|United Kingdom
565|1741 Hoshiarpur Boulevard|al-Sharqiya|Bilbays|Egypt
86|927 Baha Blanca Parkway|Krim|Simferopol|Ukraine
322|1359 Zhoushan Parkway|Streymoyar|Trshavn|Faroe Islands
479|1854 Okara Boulevard|Drenthe|Emmen|Netherlands
312|1354 Siegen Street|Rio de Janeiro|Angra dos Reis|Brazil
90|870 Ashqelon Loop|Songkhla|Songkhla|Thailand
79|1551 Rampur Lane|Changhwa|Changhwa|Taiwan
566|1229 Varanasi (Benares) Manor|Buenos Aires|Avellaneda|Argentina
304|1635 Kuwana Boulevard|Hiroshima|Hiroshima|Japan
253|1760 Oshawa Manor|Tianjin|Tianjin|China
143|1029 Dzerzinsk Manor|Ynlin|Touliu|Taiwan
581|186 Skikda Lane|Morelos|Cuernavaca|Mexico
465|734 Tanshui Avenue|Caquet|Florencia|Colombia
512|1269 Ipoh Avenue|Eskisehir|Eskisehir|Turkey
531|1986 Sivas Place|Friuli-Venezia Giuli|Udine|Italy
83|586 Tete Way|Kanagawa|Kamakura|Japan
485|984 Novoterkassk Loop|Gaziantep|Gaziantep|Turkey
40|334 Munger (Monghyr) Lane|Markazi|Arak|Iran
530|1003 Qinhuangdao Street|West Java|Purwakarta|Indonesia
164|1623 Baha Blanca Manor|Moskova|Ljubertsy|Russian Federation
27|1780 Hino Boulevard|Liepaja|Liepaja|Latvia
309|827 Yuncheng Drive|Callao|Callao|Peru
588|966 Asuncin Way|Hidalgo|Huejutla de Reyes|Mexico
419|397 Sunnyvale Avenue|Guanajuato|Allende|Mexico
437|1766 Almirante Brown Street|KwaZulu-Natal|Newcastle|South Africa
255|1966 Tonghae Street|Anhalt Sachsen|Halle/Saale|Germany
238|346 Skikda Parkway|Hawalli|Jalib al-Shuyukh|Kuwait
29|934 San Felipe de Puerto Plata Street|Sind|Shikarpur|Pakistan
158|798 Cianjur Avenue|Shanxi|Yuncheng|China
178|1848 Salala Boulevard|Miranda|Ocumare del Tuy|Venezuela
185|682 Garden Grove Place|Tennessee|Memphis|United States
350|1628 Nagareyama Lane|Central|San Lorenzo|Paraguay
130|1666 Qomsheh Drive|So Paulo|Po|Brazil
538|1817 Livorno Way|Khanh Hoa|Cam Ranh|Vietnam
206|642 Nador Drive|Maharashtra|Bhusawal|India
208|1215 Pyongyang Parkway|Usak|Usak|Turkey
317|780 Kimberley Way|Tabuk|Tabuk|Saudi Arabia
136|898 Belm Manor|Free State|Botshabelo|South Africa
497|1013 Tabuk Boulevard|West Bengali|Kanchrapara|India
342|124 al-Manama Way|Hiroshima|Onomichi|Japan
414|1936 Lapu-Lapu Parkway|Bauchi & Gombe|Deba Habe|Nigeria
423|437 Chungho Drive|Puerto Plata|San Felipe de Puerto Plata|Dominican Republic
180|757 Rustenburg Avenue|Skikda|Skikda|Algeria
